filename,RT60_RT20,Corr_RT60_RT20,RT60_RT30,Corr_RT60_RT30
RIR_050_case2.wav,1.88,0.998,2.348,0.996
RIR_050_case3.wav,0.106,0.998,0.13,0.997
RIR_050_case4.wav,0.107,0.998,0.14,0.995
RIR_050_case5.wav,0.321,0.999,0.421,0.997
RIR_050_case6.wav,0.418,0.998,0.66,0.991
RIR_050_case7.wav,0.573,0.997,0.697,0.995
RIR_050_case8.wav,0.626,0.998,0.735,0.998
RIR_050_case9.wav,0.379,0.995,0.575,0.991
RIR_051_case0.wav,0.177,0.994,0.272,0.989
RIR_051_case1.wav,0.122,0.999,0.153,0.997
RIR_051_case2.wav,1.981,0.998,2.45,0.996
RIR_051_case3.wav,0.117,0.999,0.138,0.998
RIR_051_case4.wav,0.113,0.997,0.155,0.994
RIR_051_case5.wav,0.368,0.999,0.484,0.996
RIR_051_case6.wav,0.794,0.99,0.749,0.99
RIR_051_case7.wav,0.616,0.998,0.747,0.997
RIR_051_case8.wav,0.712,0.998,0.763,0.998
RIR_051_case9.wav,0.42,0.998,0.548,0.995
RIR_052_case0.wav,0.117,0.996,0.222,0.984
RIR_052_case1.wav,0.107,0.998,0.134,0.995
RIR_052_case2.wav,1.86,0.998,2.312,0.996
RIR_052_case3.wav,0.104,0.999,0.12,0.998
RIR_052_case4.wav,0.095,0.999,0.13,0.995
RIR_052_case5.wav,0.323,0.997,0.374,0.997
RIR_052_case6.wav,0.369,0.996,0.522,0.993
RIR_052_case7.wav,0.549,0.995,0.593,0.995
RIR_052_case8.wav,0.629,0.998,0.738,0.997
RIR_052_case9.wav,0.377,0.993,0.576,0.989
RIR_053_case0.wav,0.125,0.996,0.222,0.986
RIR_053_case1.wav,0.104,0.997,0.134,0.995
RIR_053_case2.wav,1.889,0.998,2.364,0.996
RIR_053_case3.wav,0.104,0.998,0.123,0.997
RIR_053_case4.wav,0.096,0.998,0.129,0.995
RIR_053_case5.wav,0.333,0.998,0.414,0.996
RIR_053_case6.wav,0.413,0.996,0.643,0.991
RIR_053_case7.wav,0.539,0.995,0.685,0.994
RIR_053_case8.wav,0.626,0.998,0.737,0.998
RIR_053_case9.wav,0.379,0.995,0.574,0.991
RIR_054_case0.wav,0.191,0.994,0.263,0.99
RIR_054_case1.wav,0.121,0.999,0.161,0.997
RIR_054_case2.wav,1.987,0.998,2.474,0.996
RIR_054_case3.wav,0.113,0.999,0.137,0.998
RIR_054_case4.wav,0.113,0.999,0.161,0.995
RIR_054_case5.wav,0.379,1.0,0.476,0.998
RIR_054_case6.wav,0.762,0.99,0.733,0.989
RIR_054_case7.wav,0.635,0.997,0.777,0.997
RIR_054_case8.wav,0.71,0.998,0.764,0.998
RIR_054_case9.wav,0.416,0.998,0.533,0.994
RIR_055_case0.wav,0.147,0.997,0.232,0.989
RIR_055_case1.wav,0.123,0.999,0.153,0.997
RIR_055_case2.wav,2.002,0.998,2.404,0.997
RIR_055_case3.wav,0.121,0.999,0.131,0.999
RIR_055_case4.wav,0.11,0.999,0.149,0.997
RIR_055_case5.wav,0.35,0.999,0.445,0.997
RIR_055_case6.wav,0.41,0.998,0.617,0.992
RIR_055_case7.wav,0.586,0.995,0.658,0.997
RIR_055_case8.wav,0.63,0.998,0.74,0.997
RIR_055_case9.wav,0.377,0.994,0.589,0.99
RIR_056_case0.wav,0.16,0.996,0.237,0.99
RIR_056_case1.wav,0.124,0.999,0.153,0.997
RIR_056_case2.wav,2.005,0.998,2.441,0.997
RIR_056_case3.wav,0.115,0.999,0.133,0.999
RIR_056_case4.wav,0.118,0.999,0.149,0.997
RIR_056_case5.wav,0.358,0.999,0.435,0.997
RIR_056_case6.wav,0.446,0.997,0.805,0.989
RIR_056_case7.wav,0.646,0.996,0.827,0.994
RIR_056_case8.wav,0.628,0.998,0.738,0.998
RIR_056_case9.wav,0.376,0.995,0.565,0.991
RIR_057_case0.wav,0.21,0.995,0.306,0.989
RIR_057_case1.wav,0.14,0.999,0.18,0.997
RIR_057_case2.wav,2.096,0.998,2.505,0.997
RIR_057_case3.wav,0.125,1.0,0.157,0.998
RIR_057_case4.wav,0.13,0.999,0.179,0.996
RIR_057_case5.wav,0.413,0.999,0.544,0.996
RIR_057_case6.wav,0.829,0.991,0.766,0.992
RIR_057_case7.wav,0.739,0.998,0.82,0.997
RIR_057_case8.wav,0.711,0.999,0.765,0.998
RIR_057_case9.wav,0.419,0.998,0.535,0.994
RIR_058_case0.wav,0.157,0.997,0.267,0.989
RIR_058_case1.wav,0.134,0.999,0.184,0.995
RIR_058_case2.wav,2.04,0.998,2.486,0.997
RIR_058_case3.wav,0.121,0.999,0.139,0.999
RIR_058_case4.wav,0.119,0.999,0.159,0.996
RIR_058_case5.wav,0.369,0.999,0.429,0.997
RIR_058_case6.wav,0.434,0.998,0.675,0.992
RIR_058_case7.wav,0.574,0.995,0.725,0.996
RIR_058_case8.wav,0.622,0.998,0.735,0.997
RIR_058_case9.wav,0.379,0.994,0.591,0.99
RIR_059_case0.wav,0.171,0.998,0.256,0.992
RIR_059_case1.wav,0.14,0.999,0.17,0.997
RIR_059_case2.wav,2.048,0.998,2.492,0.997
RIR_059_case3.wav,0.125,1.0,0.143,0.999
RIR_059_case4.wav,0.117,0.999,0.156,0.997
RIR_059_case5.wav,0.361,0.999,0.446,0.997
RIR_059_case6.wav,0.483,0.997,0.735,0.99
RIR_059_case7.wav,0.675,0.994,0.847,0.993
RIR_059_case8.wav,0.624,0.998,0.733,0.998
RIR_059_case9.wav,0.372,0.996,0.572,0.991
RIR_060_case0.wav,0.202,0.995,0.302,0.991
RIR_060_case1.wav,0.163,0.998,0.196,0.997
RIR_060_case2.wav,2.122,0.998,2.555,0.997
RIR_060_case3.wav,0.134,1.0,0.158,0.999
RIR_060_case4.wav,0.145,0.999,0.191,0.996
RIR_060_case5.wav,0.442,0.999,0.527,0.998
RIR_060_case6.wav,0.831,0.992,0.772,0.993
RIR_060_case7.wav,0.76,0.998,0.858,0.997
RIR_060_case8.wav,0.709,0.998,0.763,0.998
RIR_060_case9.wav,0.423,0.998,0.551,0.995
RIR_061_case0.wav,0.188,0.995,0.289,0.989
RIR_061_case1.wav,0.124,0.998,0.155,0.997
RIR_061_case2.wav,2.022,0.998,2.468,0.996
RIR_061_case3.wav,0.12,0.999,0.145,0.998
RIR_061_case4.wav,0.127,0.999,0.161,0.997
RIR_061_case5.wav,0.387,0.999,0.482,0.997
RIR_061_case6.wav,0.77,0.991,0.725,0.991
RIR_061_case7.wav,0.564,0.998,0.781,0.995
RIR_061_case8.wav,0.72,0.999,0.799,0.998
RIR_061_case9.wav,0.459,0.998,0.579,0.993
RIR_062_case0.wav,0.189,0.996,0.284,0.991
RIR_062_case1.wav,0.116,0.999,0.15,0.997
RIR_062_case2.wav,2.035,0.998,2.471,0.996
RIR_062_case3.wav,0.114,0.999,0.139,0.998
RIR_062_case4.wav,0.121,0.999,0.165,0.997
RIR_062_case5.wav,0.335,1.0,0.413,0.998
RIR_062_case6.wav,0.444,0.999,0.744,0.991
RIR_062_case7.wav,0.585,0.998,0.778,0.996
RIR_062_case8.wav,0.699,0.999,0.861,0.997
RIR_062_case9.wav,0.471,0.994,0.667,0.99
RIR_063_case0.wav,0.173,0.996,0.262,0.99
RIR_063_case1.wav,0.124,0.999,0.15,0.998
RIR_063_case2.wav,1.984,0.998,2.443,0.996
RIR_063_case3.wav,0.124,1.0,0.143,0.999
RIR_063_case4.wav,0.12,0.999,0.148,0.997
RIR_063_case5.wav,0.347,0.999,0.428,0.997
RIR_063_case6.wav,0.439,0.998,0.64,0.993
RIR_063_case7.wav,0.542,0.998,0.681,0.996
RIR_063_case8.wav,0.699,0.998,0.791,0.998
RIR_063_case9.wav,0.387,0.997,0.553,0.993
RIR_064_case0.wav,0.18,0.996,0.277,0.99
RIR_064_case1.wav,0.118,0.999,0.158,0.997
RIR_064_case2.wav,2.035,0.998,2.546,0.996
RIR_064_case3.wav,0.124,0.999,0.147,0.998
RIR_064_case4.wav,0.123,0.998,0.168,0.996
RIR_064_case5.wav,0.371,0.999,0.483,0.997
RIR_064_case6.wav,0.759,0.991,0.72,0.99
RIR_064_case7.wav,0.567,0.997,0.796,0.994
RIR_064_case8.wav,0.727,0.999,0.798,0.998
RIR_064_case9.wav,0.467,0.997,0.582,0.993
RIR_065_case0.wav,0.176,0.996,0.272,0.989
RIR_065_case1.wav,0.121,0.999,0.152,0.997
RIR_065_case2.wav,2.036,0.998,2.501,0.996
RIR_065_case3.wav,0.115,0.999,0.137,0.998
RIR_065_case4.wav,0.119,0.999,0.159,0.996
RIR_065_case5.wav,0.374,0.999,0.44,0.998
RIR_065_case6.wav,0.476,0.998,0.805,0.99
RIR_065_case7.wav,0.595,0.997,0.805,0.994
RIR_065_case8.wav,0.691,0.999,0.855,0.997
RIR_065_case9.wav,0.473,0.994,0.666,0.99
RIR_066_case0.wav,0.14,0.997,0.244,0.988
RIR_066_case1.wav,0.128,0.999,0.154,0.998
RIR_066_case2.wav,1.999,0.998,2.538,0.996
RIR_066_case3.wav,0.125,1.0,0.142,0.999
RIR_066_case4.wav,0.116,0.999,0.148,0.997
RIR_066_case5.wav,0.364,0.999,0.444,0.998
RIR_066_case6.wav,0.452,0.998,0.736,0.991
RIR_066_case7.wav,0.553,0.997,0.741,0.995
RIR_066_case8.wav,0.705,0.998,0.79,0.998
RIR_066_case9.wav,0.387,0.997,0.555,0.993
RIR_067_case0.wav,0.201,0.996,0.294,0.99
RIR_067_case1.wav,0.143,1.0,0.184,0.997
RIR_067_case2.wav,2.13,0.998,2.565,0.997
RIR_067_case3.wav,0.131,1.0,0.157,0.999
RIR_067_case4.wav,0.138,0.999,0.196,0.995
RIR_067_case5.wav,0.405,0.999,0.498,0.997
RIR_067_case6.wav,0.775,0.991,0.721,0.991
RIR_067_case7.wav,0.629,0.998,0.879,0.995
RIR_067_case8.wav,0.727,0.999,0.798,0.998
RIR_067_case9.wav,0.453,0.997,0.581,0.993
RIR_068_case0.wav,0.201,0.996,0.305,0.99
RIR_068_case1.wav,0.145,0.999,0.179,0.998
RIR_068_case2.wav,2.142,0.998,2.553,0.997
RIR_068_case3.wav,0.132,1.0,0.148,0.999
RIR_068_case4.wav,0.14,1.0,0.182,0.997
RIR_068_case5.wav,0.407,0.999,0.439,0.999
RIR_068_case6.wav,0.505,0.998,0.922,0.988
RIR_068_case7.wav,0.615,0.998,0.949,0.993
RIR_068_case8.wav,0.697,0.999,0.854,0.997
RIR_068_case9.wav,0.473,0.994,0.683,0.99
RIR_069_case0.wav,0.179,0.998,0.273,0.992
RIR_069_case1.wav,0.147,0.999,0.188,0.997
RIR_069_case2.wav,2.112,0.998,2.571,0.996
RIR_069_case3.wav,0.136,1.0,0.152,0.999
RIR_069_case4.wav,0.143,0.999,0.175,0.998
RIR_069_case5.wav,0.369,1.0,0.443,0.998
RIR_069_case6.wav,0.474,0.998,0.726,0.992
RIR_069_case7.wav,0.618,0.997,0.841,0.994
RIR_069_case8.wav,0.697,0.999,0.791,0.998
RIR_069_case9.wav,0.387,0.997,0.556,0.992
RIR_070_case0.wav,0.196,0.998,0.318,0.99
RIR_070_case1.wav,0.147,0.999,0.195,0.997
RIR_070_case2.wav,2.191,0.998,2.64,0.997
RIR_070_case3.wav,0.145,1.0,0.165,0.999
RIR_070_case4.wav,0.145,0.999,0.192,0.997
RIR_070_case5.wav,0.452,0.999,0.514,0.998
RIR_070_case6.wav,0.807,0.993,0.731,0.993
RIR_070_case7.wav,0.679,0.999,0.919,0.995
RIR_070_case8.wav,0.72,0.999,0.797,0.998
RIR_070_case9.wav,0.463,0.997,0.58,0.993
RIR_071_case0.wav,0.194,0.997,0.302,0.99
RIR_071_case1.wav,0.15,0.999,0.189,0.997
RIR_071_case2.wav,2.196,0.998,2.624,0.997
RIR_071_case3.wav,0.132,1.0,0.154,0.999
RIR_071_case4.wav,0.141,0.999,0.19,0.997
RIR_071_case5.wav,0.379,1.0,0.442,0.999
RIR_071_case6.wav,0.501,0.998,0.873,0.989
RIR_071_case7.wav,0.669,0.997,0.976,0.993
RIR_071_case8.wav,0.701,0.999,0.858,0.998
RIR_071_case9.wav,0.474,0.994,0.695,0.99
RIR_072_case0.wav,0.18,0.998,0.267,0.993
RIR_072_case1.wav,0.147,0.999,0.174,0.998
RIR_072_case2.wav,2.14,0.998,2.612,0.997
RIR_072_case3.wav,0.138,1.0,0.157,0.999
RIR_072_case4.wav,0.142,0.999,0.181,0.998
RIR_072_case5.wav,0.398,0.999,0.442,0.998
RIR_072_case6.wav,0.484,0.997,0.734,0.991
RIR_072_case7.wav,0.655,0.997,0.846,0.994
RIR_072_case8.wav,0.696,0.999,0.789,0.998
RIR_072_case9.wav,0.387,0.997,0.554,0.993
RIR_073_case0.wav,0.221,0.992,0.317,0.989
RIR_073_case1.wav,0.131,0.998,0.172,0.996
RIR_073_case2.wav,2.066,0.998,2.538,0.996
RIR_073_case3.wav,0.127,0.998,0.153,0.997
RIR_073_case4.wav,0.131,0.996,0.178,0.994
RIR_073_case5.wav,0.403,0.999,0.476,0.998
RIR_073_case6.wav,0.704,0.995,0.868,0.991
RIR_073_case7.wav,0.605,0.998,0.783,0.995
RIR_073_case8.wav,0.722,0.999,0.854,0.998
RIR_073_case9.wav,0.43,0.998,0.56,0.995
RIR_074_case0.wav,0.158,0.996,0.274,0.988
RIR_074_case1.wav,0.134,1.0,0.161,0.998
RIR_074_case2.wav,2.068,0.998,2.551,0.996
RIR_074_case3.wav,0.134,1.0,0.147,0.999
RIR_074_case4.wav,0.127,0.999,0.159,0.997
RIR_074_case5.wav,0.376,0.999,0.438,0.998
RIR_074_case6.wav,0.462,0.998,0.693,0.993
RIR_074_case7.wav,0.727,0.994,0.875,0.994
RIR_074_case8.wav,0.715,0.998,0.829,0.998
RIR_074_case9.wav,0.476,0.994,0.685,0.99
RIR_075_case0.wav,0.189,0.992,0.308,0.988
RIR_075_case1.wav,0.121,0.996,0.163,0.995
RIR_075_case2.wav,2.029,0.998,2.517,0.996
RIR_075_case3.wav,0.117,0.996,0.147,0.996
RIR_075_case4.wav,0.117,0.994,0.172,0.992
RIR_075_case5.wav,0.36,0.999,0.494,0.995
RIR_075_case6.wav,0.663,0.992,0.665,0.993
RIR_075_case7.wav,0.612,0.997,0.782,0.997
RIR_075_case8.wav,0.726,0.998,0.826,0.998
RIR_075_case9.wav,0.483,0.997,0.634,0.991
RIR_076_case0.wav,0.206,0.991,0.299,0.988
RIR_076_case1.wav,0.128,0.996,0.174,0.995
RIR_076_case2.wav,2.071,0.998,2.625,0.996
RIR_076_case3.wav,0.122,0.997,0.15,0.996
RIR_076_case4.wav,0.123,0.997,0.173,0.994
RIR_076_case5.wav,0.376,1.0,0.467,0.997
RIR_076_case6.wav,0.681,0.994,0.836,0.99
RIR_076_case7.wav,0.609,0.997,0.823,0.994
RIR_076_case8.wav,0.723,0.999,0.858,0.998
RIR_076_case9.wav,0.436,0.998,0.562,0.995
RIR_077_case0.wav,0.151,0.997,0.253,0.989
RIR_077_case1.wav,0.138,0.999,0.164,0.998
RIR_077_case2.wav,2.096,0.998,2.605,0.996
RIR_077_case3.wav,0.127,1.0,0.141,0.999
RIR_077_case4.wav,0.129,1.0,0.16,0.997
RIR_077_case5.wav,0.372,0.999,0.435,0.998
RIR_077_case6.wav,0.461,0.998,0.662,0.994
RIR_077_case7.wav,0.742,0.993,0.925,0.993
RIR_077_case8.wav,0.714,0.998,0.828,0.998
RIR_077_case9.wav,0.475,0.994,0.683,0.99
RIR_078_case0.wav,0.181,0.989,0.281,0.985
RIR_078_case1.wav,0.117,0.995,0.154,0.994
RIR_078_case2.wav,2.014,0.998,2.529,0.996
RIR_078_case3.wav,0.108,0.994,0.14,0.994
RIR_078_case4.wav,0.117,0.991,0.161,0.991
RIR_078_case5.wav,0.399,0.998,0.485,0.996
RIR_078_case6.wav,0.586,0.994,0.627,0.992
RIR_078_case7.wav,0.596,0.996,0.759,0.995
RIR_078_case8.wav,0.73,0.998,0.828,0.998
RIR_078_case9.wav,0.483,0.997,0.632,0.991
RIR_079_case0.wav,0.223,0.994,0.326,0.99
RIR_079_case1.wav,0.154,0.998,0.198,0.996
RIR_079_case2.wav,2.205,0.998,2.684,0.996
RIR_079_case3.wav,0.138,0.999,0.17,0.998
RIR_079_case4.wav,0.141,0.998,0.192,0.996
RIR_079_case5.wav,0.413,1.0,0.502,0.998
RIR_079_case6.wav,0.799,0.993,0.914,0.992
RIR_079_case7.wav,0.68,0.997,0.979,0.993
RIR_079_case8.wav,0.719,0.999,0.853,0.998
RIR_079_case9.wav,0.433,0.998,0.561,0.995
RIR_080_case0.wav,0.18,0.997,0.282,0.99
RIR_080_case1.wav,0.153,0.999,0.185,0.998
RIR_080_case2.wav,2.153,0.998,2.643,0.996
RIR_080_case3.wav,0.145,0.999,0.161,0.999
RIR_080_case4.wav,0.133,1.0,0.178,0.997
RIR_080_case5.wav,0.4,1.0,0.495,0.998
RIR_080_case6.wav,0.529,0.999,0.7,0.994
RIR_080_case7.wav,0.788,0.993,0.993,0.993
RIR_080_case8.wav,0.708,0.998,0.809,0.998
RIR_080_case9.wav,0.472,0.994,0.684,0.99
RIR_081_case0.wav,0.217,0.991,0.319,0.989
RIR_081_case1.wav,0.142,0.997,0.188,0.995
RIR_081_case2.wav,2.129,0.998,2.614,0.996
RIR_081_case3.wav,0.122,0.996,0.156,0.996
RIR_081_case4.wav,0.132,0.996,0.184,0.993
RIR_081_case5.wav,0.4,0.999,0.51,0.997
RIR_081_case6.wav,0.683,0.994,0.786,0.995
RIR_081_case7.wav,0.653,0.998,0.86,0.996
RIR_081_case8.wav,0.731,0.998,0.827,0.998
RIR_081_case9.wav,0.49,0.997,0.642,0.99
RIR_082_case0.wav,0.227,0.995,0.335,0.99
RIR_082_case1.wav,0.166,0.998,0.201,0.997
RIR_082_case2.wav,2.216,0.998,2.718,0.997
RIR_082_case3.wav,0.144,0.999,0.175,0.998
RIR_082_case4.wav,0.155,0.998,0.203,0.995
RIR_082_case5.wav,0.402,1.0,0.481,0.998
RIR_082_case6.wav,0.804,0.992,0.912,0.991
RIR_082_case7.wav,0.75,0.996,1.041,0.992
RIR_082_case8.wav,0.723,0.999,0.863,0.998
RIR_082_case9.wav,0.433,0.998,0.563,0.995
RIR_083_case0.wav,0.172,0.998,0.29,0.989
RIR_083_case1.wav,0.156,0.999,0.191,0.998
RIR_083_case2.wav,2.26,0.998,2.701,0.997
RIR_083_case3.wav,0.147,0.999,0.162,0.999
RIR_083_case4.wav,0.144,0.999,0.188,0.996
RIR_083_case5.wav,0.403,0.999,0.459,0.999
RIR_083_case6.wav,0.465,0.999,0.689,0.993
RIR_083_case7.wav,0.797,0.993,1.027,0.992
RIR_083_case8.wav,0.712,0.998,0.812,0.998
RIR_083_case9.wav,0.47,0.994,0.683,0.99
RIR_084_case0.wav,0.238,0.991,0.33,0.99
RIR_084_case1.wav,0.152,0.998,0.192,0.996
RIR_084_case2.wav,2.207,0.998,2.701,0.996
RIR_084_case3.wav,0.13,0.998,0.164,0.996
RIR_084_case4.wav,0.145,0.996,0.192,0.994
RIR_084_case5.wav,0.422,0.999,0.513,0.997
RIR_084_case6.wav,0.68,0.994,0.755,0.995
RIR_084_case7.wav,0.709,0.998,0.88,0.996
RIR_084_case8.wav,0.729,0.998,0.827,0.998
RIR_084_case9.wav,0.481,0.997,0.636,0.99
RIR_085_case0.wav,0.146,0.995,0.22,0.99
RIR_085_case1.wav,0.106,0.999,0.137,0.997
RIR_085_case2.wav,1.763,0.998,2.134,0.996
RIR_085_case3.wav,0.1,0.999,0.114,0.999
RIR_085_case4.wav,0.102,0.999,0.143,0.994
RIR_085_case5.wav,0.406,0.998,0.485,0.996
RIR_085_case6.wav,0.643,0.995,0.708,0.996
RIR_085_case7.wav,0.53,0.998,0.828,0.991
RIR_085_case8.wav,0.614,0.999,0.685,0.999
RIR_085_case9.wav,0.439,0.997,0.496,0.996
RIR_086_case0.wav,0.137,0.995,0.22,0.988
RIR_086_case1.wav,0.095,0.999,0.127,0.996
RIR_086_case2.wav,1.74,0.998,2.087,0.996
RIR_086_case3.wav,0.09,0.999,0.106,0.998
RIR_086_case4.wav,0.087,0.999,0.129,0.993
RIR_086_case5.wav,0.363,0.998,0.452,0.997
RIR_086_case6.wav,0.458,0.997,0.765,0.989
RIR_086_case7.wav,0.577,0.996,0.983,0.988
RIR_086_case8.wav,0.579,0.999,0.67,0.998
RIR_086_case9.wav,0.368,0.997,0.456,0.995
RIR_087_case0.wav,0.135,0.996,0.198,0.991
RIR_087_case1.wav,0.102,0.999,0.126,0.997
RIR_087_case2.wav,1.716,0.998,2.084,0.996
RIR_087_case3.wav,0.097,1.0,0.111,0.999
RIR_087_case4.wav,0.092,1.0,0.121,0.997
RIR_087_case5.wav,0.323,0.999,0.467,0.994
RIR_087_case6.wav,0.426,0.996,0.726,0.988
RIR_087_case7.wav,0.506,0.998,0.691,0.994
RIR_087_case8.wav,0.584,0.998,0.668,0.998
RIR_087_case9.wav,0.345,0.998,0.458,0.995
RIR_088_case0.wav,0.154,0.995,0.228,0.991
RIR_088_case1.wav,0.108,0.999,0.142,0.997
RIR_088_case2.wav,1.785,0.998,2.147,0.997
RIR_088_case3.wav,0.102,0.999,0.117,0.999
RIR_088_case4.wav,0.104,0.999,0.143,0.995
RIR_088_case5.wav,0.414,0.998,0.483,0.996
RIR_088_case6.wav,0.612,0.995,0.695,0.996
RIR_088_case7.wav,0.532,0.998,0.845,0.99
RIR_088_case8.wav,0.616,0.999,0.683,0.999
RIR_088_case9.wav,0.438,0.997,0.497,0.996
RIR_089_case0.wav,0.126,0.992,0.205,0.986
RIR_089_case1.wav,0.095,0.998,0.127,0.995
RIR_089_case2.wav,1.718,0.998,2.086,0.997
RIR_089_case3.wav,0.088,0.999,0.107,0.998
RIR_089_case4.wav,0.079,0.998,0.118,0.993
RIR_089_case5.wav,0.348,0.997,0.479,0.993
RIR_089_case6.wav,0.41,0.996,0.703,0.989
RIR_089_case7.wav,0.537,0.995,0.994,0.985
RIR_089_case8.wav,0.58,0.999,0.662,0.998
RIR_089_case9.wav,0.36,0.997,0.469,0.995
RIR_090_case0.wav,0.123,0.995,0.198,0.988
RIR_090_case1.wav,0.099,0.998,0.123,0.996
RIR_090_case2.wav,1.733,0.998,2.094,0.997
RIR_090_case3.wav,0.092,0.999,0.109,0.998
RIR_090_case4.wav,0.09,0.999,0.125,0.995
RIR_090_case5.wav,0.346,0.998,0.448,0.996
RIR_090_case6.wav,0.406,0.996,0.7,0.988
RIR_090_case7.wav,0.523,0.996,0.703,0.994
RIR_090_case8.wav,0.589,0.998,0.669,0.998
RIR_090_case9.wav,0.345,0.997,0.455,0.994
RIR_091_case0.wav,0.173,0.995,0.239,0.991
RIR_091_case1.wav,0.124,0.999,0.162,0.997
RIR_091_case2.wav,1.843,0.999,2.19,0.997
RIR_091_case3.wav,0.112,1.0,0.128,0.999
RIR_091_case4.wav,0.117,0.999,0.157,0.995
RIR_091_case5.wav,0.442,0.999,0.505,0.997
RIR_091_case6.wav,0.654,0.996,0.733,0.997
RIR_091_case7.wav,0.604,0.997,0.928,0.99
RIR_091_case8.wav,0.618,0.999,0.685,0.999
RIR_091_case9.wav,0.446,0.997,0.498,0.997
RIR_092_case0.wav,0.151,0.996,0.217,0.99
RIR_092_case1.wav,0.114,0.998,0.149,0.996
RIR_092_case2.wav,1.799,0.998,2.148,0.997
RIR_092_case3.wav,0.103,0.999,0.12,0.998
RIR_092_case4.wav,0.098,0.999,0.141,0.995
RIR_092_case5.wav,0.368,0.999,0.539,0.994
RIR_092_case6.wav,0.481,0.997,0.749,0.989
RIR_092_case7.wav,0.614,0.995,1.083,0.985
RIR_092_case8.wav,0.581,0.999,0.67,0.998
RIR_092_case9.wav,0.356,0.997,0.47,0.995
RIR_093_case0.wav,0.139,0.996,0.214,0.99
RIR_093_case1.wav,0.12,0.999,0.144,0.998
RIR_093_case2.wav,1.802,0.999,2.145,0.997
RIR_093_case3.wav,0.108,1.0,0.124,0.999
RIR_093_case4.wav,0.101,1.0,0.136,0.996
RIR_093_case5.wav,0.385,0.998,0.479,0.996
RIR_093_case6.wav,0.484,0.994,0.729,0.988
RIR_093_case7.wav,0.534,0.997,0.736,0.993
RIR_093_case8.wav,0.589,0.998,0.669,0.998
RIR_093_case9.wav,0.344,0.997,0.456,0.994
RIR_094_case0.wav,0.169,0.996,0.253,0.99
RIR_094_case1.wav,0.134,0.999,0.168,0.997
RIR_094_case2.wav,1.895,0.998,2.229,0.997
RIR_094_case3.wav,0.116,0.999,0.137,0.998
RIR_094_case4.wav,0.115,0.999,0.166,0.995
RIR_094_case5.wav,0.432,0.998,0.499,0.997
RIR_094_case6.wav,0.652,0.996,0.711,0.996
RIR_094_case7.wav,0.627,0.996,0.97,0.989
RIR_094_case8.wav,0.617,0.999,0.686,0.999
RIR_094_case9.wav,0.438,0.997,0.5,0.996
RIR_095_case0.wav,0.147,0.997,0.227,0.99
RIR_095_case1.wav,0.115,0.999,0.162,0.995
RIR_095_case2.wav,1.859,0.998,2.191,0.997
RIR_095_case3.wav,0.108,0.999,0.124,0.998
RIR_095_case4.wav,0.109,0.999,0.137,0.997
RIR_095_case5.wav,0.359,0.999,0.503,0.995
RIR_095_case6.wav,0.452,0.998,0.8,0.987
RIR_095_case7.wav,0.629,0.995,1.097,0.985
RIR_095_case8.wav,0.582,0.999,0.667,0.998
RIR_095_case9.wav,0.356,0.997,0.452,0.995
RIR_096_case0.wav,0.143,0.997,0.225,0.99
RIR_096_case1.wav,0.125,0.999,0.151,0.998
RIR_096_case2.wav,1.851,0.999,2.183,0.997
RIR_096_case3.wav,0.113,1.0,0.129,0.999
RIR_096_case4.wav,0.109,0.999,0.14,0.997
RIR_096_case5.wav,0.356,0.997,0.483,0.994
RIR_096_case6.wav,0.49,0.995,0.739,0.989
RIR_096_case7.wav,0.553,0.996,0.784,0.994
RIR_096_case8.wav,0.585,0.998,0.669,0.998
RIR_096_case9.wav,0.342,0.997,0.455,0.994
RIR_097_case0.wav,0.146,0.994,0.215,0.989
RIR_097_case1.wav,0.119,0.999,0.134,0.997
RIR_097_case2.wav,1.834,0.998,2.26,0.996
RIR_097_case3.wav,0.105,1.0,0.117,0.999
RIR_097_case4.wav,0.099,1.0,0.141,0.995
RIR_097_case5.wav,0.339,0.999,0.451,0.995
RIR_097_case6.wav,0.404,0.998,0.672,0.988
RIR_097_case7.wav,0.595,0.996,0.748,0.994
RIR_097_case8.wav,0.618,0.999,0.714,0.998
RIR_097_case9.wav,0.427,0.994,0.558,0.994
RIR_098_case0.wav,0.136,0.995,0.232,0.988
RIR_098_case1.wav,0.108,1.0,0.132,0.998
RIR_098_case2.wav,1.855,0.998,2.226,0.996
RIR_098_case3.wav,0.104,1.0,0.121,0.999
RIR_098_case4.wav,0.098,1.0,0.135,0.995
RIR_098_case5.wav,0.415,0.997,0.462,0.997
RIR_098_case6.wav,0.528,0.996,0.804,0.993
RIR_098_case7.wav,0.582,0.997,1.005,0.989
RIR_098_case8.wav,0.627,0.999,0.684,0.999
RIR_098_case9.wav,0.353,0.997,0.524,0.993
RIR_099_case0.wav,0.157,0.995,0.235,0.989
RIR_099_case1.wav,0.114,0.998,0.144,0.996
RIR_099_case2.wav,1.835,0.998,2.226,0.996
RIR_099_case3.wav,0.105,1.0,0.121,0.999
RIR_099_case4.wav,0.109,0.999,0.147,0.995
RIR_099_case5.wav,0.369,0.999,0.451,0.997
RIR_099_case6.wav,0.435,0.998,0.634,0.994
RIR_099_case7.wav,0.551,0.998,0.811,0.992
RIR_099_case8.wav,0.628,0.999,0.693,0.998
RIR_099_case9.wav,0.385,0.998,0.56,0.994
