filename,RT60_RT20,Corr_RT60_RT20,RT60_RT30,Corr_RT60_RT30
RIR_280_case4.wav,0.115,0.999,0.168,0.994
RIR_280_case5.wav,0.414,0.998,0.521,0.997
RIR_280_case6.wav,0.481,0.997,0.802,0.99
RIR_280_case7.wav,0.772,0.994,0.789,0.996
RIR_280_case8.wav,0.71,0.999,0.816,0.998
RIR_280_case9.wav,0.54,0.994,0.64,0.996
RIR_281_case0.wav,0.153,0.997,0.245,0.989
RIR_281_case1.wav,0.13,0.999,0.155,0.998
RIR_281_case2.wav,2.088,0.998,2.544,0.996
RIR_281_case3.wav,0.128,0.999,0.14,0.999
RIR_281_case4.wav,0.112,1.0,0.152,0.996
RIR_281_case5.wav,0.416,0.997,0.54,0.995
RIR_281_case6.wav,0.493,0.996,0.602,0.993
RIR_281_case7.wav,0.638,0.995,0.647,0.997
RIR_281_case8.wav,0.694,0.998,0.801,0.998
RIR_281_case9.wav,0.434,0.997,0.549,0.994
RIR_282_case0.wav,0.198,0.993,0.288,0.989
RIR_282_case1.wav,0.133,0.999,0.177,0.996
RIR_282_case2.wav,2.155,0.998,2.633,0.996
RIR_282_case3.wav,0.124,0.999,0.146,0.998
RIR_282_case4.wav,0.119,0.999,0.178,0.993
RIR_282_case5.wav,0.374,0.999,0.51,0.997
RIR_282_case6.wav,0.411,0.999,0.77,0.986
RIR_282_case7.wav,0.608,0.997,0.903,0.993
RIR_282_case8.wav,0.739,0.999,0.858,0.998
RIR_282_case9.wav,0.554,0.997,0.919,0.989
RIR_283_case0.wav,0.203,0.996,0.304,0.991
RIR_283_case1.wav,0.148,0.999,0.19,0.997
RIR_283_case2.wav,2.199,0.998,2.656,0.997
RIR_283_case3.wav,0.133,1.0,0.154,0.999
RIR_283_case4.wav,0.137,0.999,0.187,0.994
RIR_283_case5.wav,0.451,0.999,0.571,0.997
RIR_283_case6.wav,0.558,0.997,0.778,0.993
RIR_283_case7.wav,0.821,0.995,0.907,0.996
RIR_283_case8.wav,0.707,0.999,0.814,0.998
RIR_283_case9.wav,0.544,0.994,0.645,0.996
RIR_284_case0.wav,0.192,0.997,0.269,0.993
RIR_284_case1.wav,0.141,0.999,0.168,0.998
RIR_284_case2.wav,2.186,0.998,2.656,0.997
RIR_284_case3.wav,0.133,0.999,0.149,0.999
RIR_284_case4.wav,0.126,1.0,0.172,0.996
RIR_284_case5.wav,0.412,0.999,0.526,0.997
RIR_284_case6.wav,0.531,0.997,0.644,0.995
RIR_284_case7.wav,0.669,0.996,0.729,0.998
RIR_284_case8.wav,0.69,0.998,0.798,0.998
RIR_284_case9.wav,0.434,0.997,0.55,0.994
RIR_285_case0.wav,0.23,0.995,0.318,0.992
RIR_285_case1.wav,0.152,0.999,0.19,0.996
RIR_285_case2.wav,2.239,0.998,2.673,0.997
RIR_285_case3.wav,0.134,1.0,0.155,0.999
RIR_285_case4.wav,0.137,0.999,0.191,0.994
RIR_285_case5.wav,0.428,0.999,0.6,0.995
RIR_285_case6.wav,0.507,0.998,0.76,0.989
RIR_285_case7.wav,0.733,0.996,0.973,0.993
RIR_285_case8.wav,0.731,0.999,0.847,0.998
RIR_285_case9.wav,0.555,0.996,0.915,0.989
RIR_286_case0.wav,0.219,0.995,0.319,0.991
RIR_286_case1.wav,0.163,0.999,0.207,0.997
RIR_286_case2.wav,2.24,0.998,2.684,0.997
RIR_286_case3.wav,0.139,1.0,0.168,0.999
RIR_286_case4.wav,0.147,0.999,0.2,0.995
RIR_286_case5.wav,0.459,0.998,0.616,0.996
RIR_286_case6.wav,0.59,0.997,0.794,0.992
RIR_286_case7.wav,0.832,0.994,1.014,0.995
RIR_286_case8.wav,0.709,0.999,0.813,0.998
RIR_286_case9.wav,0.543,0.994,0.797,0.992
RIR_287_case0.wav,0.181,0.998,0.269,0.993
RIR_287_case1.wav,0.152,0.999,0.181,0.998
RIR_287_case2.wav,2.196,0.998,2.675,0.997
RIR_287_case3.wav,0.14,0.999,0.154,0.999
RIR_287_case4.wav,0.126,1.0,0.174,0.997
RIR_287_case5.wav,0.413,0.998,0.489,0.998
RIR_287_case6.wav,0.49,0.998,0.595,0.996
RIR_287_case7.wav,0.681,0.994,0.75,0.997
RIR_287_case8.wav,0.693,0.998,0.8,0.998
RIR_287_case9.wav,0.452,0.998,0.555,0.995
RIR_288_case0.wav,0.256,0.994,0.331,0.993
RIR_288_case1.wav,0.159,0.999,0.203,0.996
RIR_288_case2.wav,2.28,0.998,2.716,0.997
RIR_288_case3.wav,0.141,0.999,0.164,0.998
RIR_288_case4.wav,0.14,0.999,0.199,0.994
RIR_288_case5.wav,0.447,0.999,0.645,0.995
RIR_288_case6.wav,0.563,0.997,0.789,0.989
RIR_288_case7.wav,0.778,0.995,1.002,0.993
RIR_288_case8.wav,0.733,0.999,0.847,0.998
RIR_288_case9.wav,0.553,0.996,0.919,0.989
RIR_289_case0.wav,0.169,0.995,0.272,0.988
RIR_289_case1.wav,0.123,1.0,0.155,0.997
RIR_289_case2.wav,2.153,0.997,2.672,0.996
RIR_289_case3.wav,0.125,1.0,0.143,0.999
RIR_289_case4.wav,0.113,1.0,0.159,0.996
RIR_289_case5.wav,0.456,0.997,0.519,0.996
RIR_289_case6.wav,0.636,0.995,0.811,0.994
RIR_289_case7.wav,0.646,0.997,0.797,0.994
RIR_289_case8.wav,0.714,0.999,0.869,0.997
RIR_289_case9.wav,0.496,0.994,0.841,0.988
RIR_290_case0.wav,0.213,0.994,0.31,0.99
RIR_290_case1.wav,0.136,0.999,0.169,0.996
RIR_290_case2.wav,2.22,0.997,2.727,0.996
RIR_290_case3.wav,0.132,1.0,0.153,0.998
RIR_290_case4.wav,0.129,0.998,0.181,0.994
RIR_290_case5.wav,0.426,0.999,0.545,0.997
RIR_290_case6.wav,0.521,0.998,0.746,0.993
RIR_290_case7.wav,0.654,0.998,0.821,0.994
RIR_290_case8.wav,0.761,0.999,0.913,0.998
RIR_290_case9.wav,0.574,0.996,0.958,0.988
RIR_291_case0.wav,0.196,0.993,0.297,0.989
RIR_291_case1.wav,0.127,0.999,0.166,0.996
RIR_291_case2.wav,2.183,0.997,2.697,0.996
RIR_291_case3.wav,0.126,0.999,0.147,0.999
RIR_291_case4.wav,0.114,0.998,0.162,0.994
RIR_291_case5.wav,0.409,0.999,0.527,0.996
RIR_291_case6.wav,0.547,0.997,0.87,0.988
RIR_291_case7.wav,0.563,0.999,0.737,0.995
RIR_291_case8.wav,0.686,0.999,0.86,0.997
RIR_291_case9.wav,0.567,0.994,0.884,0.989
RIR_292_case0.wav,0.154,0.997,0.257,0.989
RIR_292_case1.wav,0.124,0.999,0.158,0.997
RIR_292_case2.wav,2.201,0.997,2.64,0.996
RIR_292_case3.wav,0.122,1.0,0.141,0.999
RIR_292_case4.wav,0.125,0.999,0.172,0.995
RIR_292_case5.wav,0.432,0.997,0.502,0.996
RIR_292_case6.wav,0.61,0.994,0.805,0.993
RIR_292_case7.wav,0.611,0.996,0.795,0.992
RIR_292_case8.wav,0.709,0.999,0.874,0.997
RIR_292_case9.wav,0.499,0.994,0.824,0.989
RIR_293_case0.wav,0.2,0.993,0.319,0.987
RIR_293_case1.wav,0.13,0.998,0.168,0.997
RIR_293_case2.wav,2.251,0.998,2.697,0.996
RIR_293_case3.wav,0.127,0.999,0.149,0.998
RIR_293_case4.wav,0.127,0.999,0.189,0.993
RIR_293_case5.wav,0.445,0.998,0.56,0.996
RIR_293_case6.wav,0.521,0.998,0.768,0.994
RIR_293_case7.wav,0.671,0.997,0.935,0.994
RIR_293_case8.wav,0.756,0.999,0.913,0.998
RIR_293_case9.wav,0.575,0.996,0.957,0.988
RIR_294_case0.wav,0.183,0.993,0.288,0.987
RIR_294_case1.wav,0.131,0.999,0.165,0.996
RIR_294_case2.wav,2.24,0.997,2.686,0.996
RIR_294_case3.wav,0.125,0.999,0.148,0.998
RIR_294_case4.wav,0.113,0.999,0.169,0.993
RIR_294_case5.wav,0.389,0.999,0.526,0.995
RIR_294_case6.wav,0.479,0.997,0.847,0.988
RIR_294_case7.wav,0.572,0.999,0.763,0.994
RIR_294_case8.wav,0.687,0.999,0.861,0.997
RIR_294_case9.wav,0.555,0.994,0.886,0.989
RIR_295_case0.wav,0.172,0.997,0.284,0.989
RIR_295_case1.wav,0.146,0.999,0.174,0.997
RIR_295_case2.wav,2.281,0.998,2.739,0.996
RIR_295_case3.wav,0.135,1.0,0.151,0.999
RIR_295_case4.wav,0.122,1.0,0.172,0.996
RIR_295_case5.wav,0.47,0.999,0.52,0.997
RIR_295_case6.wav,0.674,0.996,0.872,0.994
RIR_295_case7.wav,0.761,0.995,0.839,0.993
RIR_295_case8.wav,0.715,0.999,0.879,0.997
RIR_295_case9.wav,0.499,0.994,0.872,0.987
RIR_296_case0.wav,0.237,0.993,0.341,0.99
RIR_296_case1.wav,0.153,0.999,0.194,0.997
RIR_296_case2.wav,2.341,0.998,2.782,0.997
RIR_296_case3.wav,0.143,0.999,0.167,0.999
RIR_296_case4.wav,0.147,0.999,0.205,0.995
RIR_296_case5.wav,0.499,0.999,0.595,0.997
RIR_296_case6.wav,0.572,0.998,0.709,0.995
RIR_296_case7.wav,0.794,0.996,1.075,0.993
RIR_296_case8.wav,0.758,0.999,0.91,0.998
RIR_296_case9.wav,0.573,0.996,0.958,0.988
RIR_297_case0.wav,0.21,0.994,0.308,0.989
RIR_297_case1.wav,0.151,0.999,0.184,0.997
RIR_297_case2.wav,2.326,0.998,2.778,0.997
RIR_297_case3.wav,0.137,1.0,0.158,0.999
RIR_297_case4.wav,0.14,0.999,0.187,0.995
RIR_297_case5.wav,0.4,0.999,0.561,0.996
RIR_297_case6.wav,0.487,0.998,0.843,0.988
RIR_297_case7.wav,0.621,0.998,0.86,0.994
RIR_297_case8.wav,0.694,0.999,0.862,0.997
RIR_297_case9.wav,0.568,0.995,0.886,0.989
RIR_298_case0.wav,0.189,0.996,0.287,0.989
RIR_298_case1.wav,0.152,0.999,0.184,0.997
RIR_298_case2.wav,2.35,0.998,2.757,0.997
RIR_298_case3.wav,0.14,1.0,0.16,0.999
RIR_298_case4.wav,0.132,0.999,0.186,0.995
RIR_298_case5.wav,0.467,0.998,0.519,0.998
RIR_298_case6.wav,0.672,0.996,0.928,0.993
RIR_298_case7.wav,0.788,0.995,0.88,0.994
RIR_298_case8.wav,0.703,0.999,0.868,0.997
RIR_298_case9.wav,0.496,0.994,0.829,0.988
RIR_299_case0.wav,0.243,0.995,0.345,0.991
RIR_299_case1.wav,0.156,0.999,0.202,0.997
RIR_299_case2.wav,2.388,0.998,2.793,0.997
RIR_299_case3.wav,0.147,1.0,0.168,0.999
RIR_299_case4.wav,0.161,0.998,0.207,0.996
RIR_299_case5.wav,0.449,0.999,0.615,0.996
RIR_299_case6.wav,0.595,0.998,0.749,0.994
RIR_299_case7.wav,0.894,0.995,1.274,0.992
RIR_299_case8.wav,0.757,0.999,0.908,0.998
RIR_299_case9.wav,0.581,0.996,0.96,0.988
RIR_300_case0.wav,0.21,0.996,0.321,0.991
RIR_300_case1.wav,0.162,0.999,0.197,0.997
RIR_300_case2.wav,2.366,0.998,2.774,0.997
RIR_300_case3.wav,0.147,1.0,0.164,0.999
RIR_300_case4.wav,0.139,0.999,0.194,0.994
RIR_300_case5.wav,0.481,0.999,0.634,0.996
RIR_300_case6.wav,0.585,0.997,0.845,0.99
RIR_300_case7.wav,0.663,0.999,0.934,0.994
RIR_300_case8.wav,0.698,0.999,0.864,0.997
RIR_300_case9.wav,0.568,0.995,0.883,0.989
RIR_301_case0.wav,0.18,0.993,0.289,0.986
RIR_301_case1.wav,0.129,0.999,0.163,0.997
RIR_301_case2.wav,2.215,0.997,2.762,0.996
RIR_301_case3.wav,0.124,0.999,0.147,0.998
RIR_301_case4.wav,0.114,0.999,0.17,0.994
RIR_301_case5.wav,0.454,0.998,0.499,0.998
RIR_301_case6.wav,0.584,0.997,0.877,0.989
RIR_301_case7.wav,0.671,0.998,0.907,0.995
RIR_301_case8.wav,0.757,0.999,0.885,0.998
RIR_301_case9.wav,0.579,0.995,0.626,0.996
RIR_302_case0.wav,0.168,0.998,0.275,0.99
RIR_302_case1.wav,0.127,0.999,0.165,0.997
RIR_302_case2.wav,2.137,0.998,2.73,0.996
RIR_302_case3.wav,0.137,0.999,0.153,0.999
RIR_302_case4.wav,0.124,0.999,0.169,0.996
RIR_302_case5.wav,0.397,0.999,0.472,0.997
RIR_302_case6.wav,0.498,0.997,0.842,0.989
RIR_302_case7.wav,0.688,0.996,0.748,0.997
RIR_302_case8.wav,0.739,0.999,0.881,0.997
RIR_302_case9.wav,0.519,0.996,0.722,0.994
RIR_303_case0.wav,0.18,0.993,0.286,0.988
RIR_303_case1.wav,0.125,0.999,0.164,0.997
RIR_303_case2.wav,2.243,0.997,2.759,0.996
RIR_303_case3.wav,0.122,0.999,0.143,0.998
RIR_303_case4.wav,0.117,0.998,0.171,0.994
RIR_303_case5.wav,0.431,0.997,0.485,0.997
RIR_303_case6.wav,0.555,0.995,0.791,0.991
RIR_303_case7.wav,0.708,0.995,0.842,0.993
RIR_303_case8.wav,0.713,0.998,0.878,0.997
RIR_303_case9.wav,0.5,0.994,0.919,0.986
RIR_304_case0.wav,0.174,0.995,0.304,0.986
RIR_304_case1.wav,0.128,0.998,0.166,0.996
RIR_304_case2.wav,2.283,0.997,2.782,0.996
RIR_304_case3.wav,0.128,0.999,0.149,0.998
RIR_304_case4.wav,0.121,0.999,0.175,0.995
RIR_304_case5.wav,0.465,0.998,0.543,0.997
RIR_304_case6.wav,0.601,0.996,0.958,0.988
RIR_304_case7.wav,0.72,0.997,1.021,0.993
RIR_304_case8.wav,0.754,0.999,0.879,0.998
RIR_304_case9.wav,0.572,0.996,0.628,0.996
RIR_305_case0.wav,0.173,0.996,0.271,0.989
RIR_305_case1.wav,0.126,0.999,0.165,0.997
RIR_305_case2.wav,2.248,0.998,2.802,0.996
RIR_305_case3.wav,0.126,1.0,0.146,0.999
RIR_305_case4.wav,0.124,0.999,0.161,0.996
RIR_305_case5.wav,0.408,0.998,0.528,0.996
RIR_305_case6.wav,0.499,0.997,0.868,0.988
RIR_305_case7.wav,0.692,0.995,0.767,0.996
RIR_305_case8.wav,0.723,0.999,0.873,0.998
RIR_305_case9.wav,0.516,0.996,0.698,0.994
RIR_306_case0.wav,0.165,0.99,0.257,0.986
RIR_306_case1.wav,0.111,0.997,0.146,0.995
RIR_306_case2.wav,2.164,0.997,2.754,0.995
RIR_306_case3.wav,0.11,0.998,0.131,0.997
RIR_306_case4.wav,0.107,0.996,0.152,0.992
RIR_306_case5.wav,0.405,0.995,0.483,0.995
RIR_306_case6.wav,0.497,0.992,0.779,0.989
RIR_306_case7.wav,0.625,0.994,0.851,0.99
RIR_306_case8.wav,0.717,0.998,0.882,0.997
RIR_306_case9.wav,0.501,0.994,0.918,0.986
RIR_307_case0.wav,0.199,0.994,0.321,0.989
RIR_307_case1.wav,0.148,0.999,0.197,0.997
RIR_307_case2.wav,2.351,0.997,2.891,0.996
RIR_307_case3.wav,0.135,1.0,0.16,0.998
RIR_307_case4.wav,0.137,0.999,0.196,0.994
RIR_307_case5.wav,0.468,0.999,0.629,0.995
RIR_307_case6.wav,0.599,0.997,0.993,0.989
RIR_307_case7.wav,0.774,0.997,1.318,0.989
RIR_307_case8.wav,0.76,0.999,0.889,0.998
RIR_307_case9.wav,0.582,0.995,0.629,0.996
RIR_308_case0.wav,0.173,0.998,0.29,0.989
RIR_308_case1.wav,0.156,0.999,0.188,0.998
RIR_308_case2.wav,2.323,0.998,2.87,0.996
RIR_308_case3.wav,0.155,0.999,0.164,1.0
RIR_308_case4.wav,0.135,1.0,0.184,0.996
RIR_308_case5.wav,0.405,0.999,0.515,0.998
RIR_308_case6.wav,0.526,0.997,0.882,0.988
RIR_308_case7.wav,0.716,0.995,0.888,0.995
RIR_308_case8.wav,0.725,0.998,0.879,0.997
RIR_308_case9.wav,0.518,0.996,0.74,0.994
RIR_309_case0.wav,0.195,0.994,0.309,0.989
RIR_309_case1.wav,0.136,0.999,0.173,0.996
RIR_309_case2.wav,2.359,0.997,2.83,0.996
RIR_309_case3.wav,0.134,0.999,0.151,0.998
RIR_309_case4.wav,0.14,0.997,0.181,0.994
RIR_309_case5.wav,0.475,0.997,0.609,0.995
RIR_309_case6.wav,0.566,0.994,0.815,0.991
RIR_309_case7.wav,0.846,0.993,1.028,0.993
RIR_309_case8.wav,0.715,0.998,0.881,0.997
RIR_309_case9.wav,0.502,0.994,0.92,0.985
RIR_310_case0.wav,0.214,0.995,0.341,0.987
RIR_310_case1.wav,0.161,0.999,0.204,0.997
RIR_310_case2.wav,2.442,0.998,2.887,0.997
RIR_310_case3.wav,0.148,1.0,0.169,0.999
RIR_310_case4.wav,0.147,0.999,0.209,0.995
RIR_310_case5.wav,0.509,0.998,0.717,0.994
RIR_310_case6.wav,0.603,0.997,0.92,0.99
RIR_310_case7.wav,0.804,0.997,1.382,0.987
RIR_310_case8.wav,0.753,0.999,0.873,0.998
RIR_310_case9.wav,0.577,0.995,0.627,0.996
RIR_311_case0.wav,0.201,0.998,0.3,0.992
RIR_311_case1.wav,0.158,0.999,0.202,0.998
RIR_311_case2.wav,2.381,0.998,2.912,0.996
RIR_311_case3.wav,0.153,1.0,0.171,0.999
RIR_311_case4.wav,0.136,1.0,0.187,0.996
RIR_311_case5.wav,0.41,0.999,0.538,0.997
RIR_311_case6.wav,0.54,0.998,0.865,0.989
RIR_311_case7.wav,0.739,0.994,0.947,0.995
RIR_311_case8.wav,0.727,0.998,0.878,0.997
RIR_311_case9.wav,0.515,0.996,0.698,0.994
RIR_312_case0.wav,0.214,0.994,0.321,0.989
RIR_312_case1.wav,0.152,0.999,0.185,0.997
RIR_312_case2.wav,2.412,0.998,2.868,0.997
RIR_312_case3.wav,0.142,1.0,0.162,0.999
RIR_312_case4.wav,0.14,0.999,0.197,0.995
RIR_312_case5.wav,0.483,0.997,0.599,0.997
RIR_312_case6.wav,0.58,0.995,0.807,0.992
RIR_312_case7.wav,0.889,0.992,1.087,0.993
RIR_312_case8.wav,0.738,0.999,0.895,0.997
RIR_312_case9.wav,0.504,0.994,0.96,0.986
RIR_313_case0.wav,0.154,0.999,0.262,0.991
RIR_313_case1.wav,0.137,0.999,0.161,0.999
RIR_313_case2.wav,2.302,0.997,2.792,0.996
RIR_313_case3.wav,0.138,0.999,0.154,0.999
RIR_313_case4.wav,0.138,0.999,0.164,0.998
RIR_313_case5.wav,0.361,0.999,0.493,0.995
RIR_313_case6.wav,0.462,0.996,0.829,0.985
RIR_313_case7.wav,0.574,0.998,0.706,0.997
RIR_313_case8.wav,0.737,0.998,0.907,0.996
RIR_313_case9.wav,0.456,0.997,0.867,0.986
RIR_314_case0.wav,0.186,0.997,0.29,0.99
RIR_314_case1.wav,0.118,0.999,0.158,0.997
RIR_314_case2.wav,2.284,0.997,2.881,0.996
RIR_314_case3.wav,0.136,1.0,0.159,0.999
RIR_314_case4.wav,0.129,0.999,0.178,0.996
RIR_314_case5.wav,0.443,0.998,0.496,0.997
RIR_314_case6.wav,0.628,0.996,0.723,0.997
RIR_314_case7.wav,0.581,0.999,0.858,0.993
RIR_314_case8.wav,0.717,0.999,0.882,0.998
RIR_314_case9.wav,0.518,0.996,0.657,0.995
RIR_315_case0.wav,0.157,0.999,0.263,0.99
RIR_315_case1.wav,0.132,1.0,0.152,0.999
RIR_315_case2.wav,2.301,0.997,2.813,0.996
RIR_315_case3.wav,0.139,1.0,0.151,1.0
RIR_315_case4.wav,0.132,0.999,0.162,0.999
RIR_315_case5.wav,0.356,0.999,0.542,0.994
RIR_315_case6.wav,0.482,0.996,0.666,0.989
RIR_315_case7.wav,0.557,0.998,0.843,0.992
RIR_315_case8.wav,0.787,0.997,0.872,0.997
RIR_315_case9.wav,0.438,0.996,0.645,0.992
RIR_316_case0.wav,0.171,0.997,0.28,0.99
RIR_316_case1.wav,0.132,0.999,0.16,0.998
RIR_316_case2.wav,2.306,0.997,2.84,0.996
RIR_316_case3.wav,0.133,1.0,0.151,0.999
RIR_316_case4.wav,0.12,0.999,0.151,0.997
RIR_316_case5.wav,0.386,0.998,0.5,0.997
RIR_316_case6.wav,0.452,0.996,0.824,0.987
RIR_316_case7.wav,0.577,0.997,0.708,0.996
RIR_316_case8.wav,0.728,0.998,0.903,0.996
RIR_316_case9.wav,0.461,0.997,0.857,0.987
RIR_317_case0.wav,0.167,0.997,0.277,0.988
RIR_317_case1.wav,0.123,0.999,0.167,0.996
RIR_317_case2.wav,2.309,0.997,2.855,0.996
RIR_317_case3.wav,0.124,0.999,0.149,0.998
RIR_317_case4.wav,0.124,0.999,0.174,0.996
RIR_317_case5.wav,0.453,0.998,0.522,0.997
RIR_317_case6.wav,0.63,0.995,0.816,0.995
RIR_317_case7.wav,0.579,0.998,0.873,0.992
RIR_317_case8.wav,0.721,0.999,0.882,0.998
RIR_317_case9.wav,0.515,0.995,0.658,0.995
RIR_318_case0.wav,0.135,0.997,0.252,0.986
RIR_318_case1.wav,0.132,1.0,0.159,0.998
RIR_318_case2.wav,2.313,0.997,2.83,0.996
RIR_318_case3.wav,0.134,1.0,0.148,0.999
RIR_318_case4.wav,0.116,0.999,0.155,0.997
RIR_318_case5.wav,0.392,0.998,0.521,0.995
RIR_318_case6.wav,0.498,0.996,0.651,0.991
RIR_318_case7.wav,0.557,0.997,0.867,0.991
RIR_318_case8.wav,0.782,0.997,0.865,0.997
RIR_318_case9.wav,0.442,0.995,0.647,0.992
RIR_319_case0.wav,0.174,0.999,0.279,0.991
RIR_319_case1.wav,0.159,0.998,0.189,0.999
RIR_319_case2.wav,2.397,0.998,2.902,0.996
RIR_319_case3.wav,0.159,0.998,0.169,0.999
RIR_319_case4.wav,0.145,0.999,0.18,0.998
RIR_319_case5.wav,0.431,0.998,0.566,0.996
RIR_319_case6.wav,0.493,0.996,0.871,0.986
RIR_319_case7.wav,0.615,0.997,0.798,0.995
RIR_319_case8.wav,0.729,0.998,0.905,0.996
RIR_319_case9.wav,0.456,0.997,0.865,0.986
RIR_320_case0.wav,0.184,0.997,0.296,0.989
RIR_320_case1.wav,0.147,0.999,0.181,0.997
RIR_320_case2.wav,2.391,0.997,2.956,0.996
RIR_320_case3.wav,0.143,1.0,0.162,0.999
RIR_320_case4.wav,0.133,0.999,0.184,0.996
RIR_320_case5.wav,0.465,0.999,0.502,0.998
RIR_320_case6.wav,0.627,0.996,0.954,0.99
RIR_320_case7.wav,0.622,0.998,0.914,0.992
RIR_320_case8.wav,0.714,0.999,0.89,0.998
RIR_320_case9.wav,0.514,0.995,0.642,0.995
RIR_321_case0.wav,0.175,0.999,0.278,0.991
RIR_321_case1.wav,0.162,0.999,0.187,0.999
RIR_321_case2.wav,2.375,0.998,2.944,0.996
RIR_321_case3.wav,0.156,0.998,0.167,0.999
RIR_321_case4.wav,0.147,1.0,0.183,0.998
RIR_321_case5.wav,0.46,0.998,0.566,0.996
RIR_321_case6.wav,0.534,0.995,0.683,0.991
RIR_321_case7.wav,0.649,0.997,0.951,0.991
RIR_321_case8.wav,0.789,0.997,0.872,0.997
RIR_321_case9.wav,0.441,0.995,0.65,0.992
RIR_322_case0.wav,0.174,0.999,0.28,0.991
RIR_322_case1.wav,0.166,0.998,0.187,0.999
RIR_322_case2.wav,2.469,0.998,2.969,0.996
RIR_322_case3.wav,0.159,0.999,0.175,0.999
RIR_322_case4.wav,0.142,0.999,0.188,0.998
RIR_322_case5.wav,0.455,0.998,0.534,0.997
RIR_322_case6.wav,0.526,0.996,0.849,0.988
RIR_322_case7.wav,0.625,0.997,0.91,0.993
RIR_322_case8.wav,0.724,0.998,0.899,0.996
RIR_322_case9.wav,0.463,0.997,0.868,0.986
RIR_323_case0.wav,0.208,0.998,0.315,0.992
RIR_323_case1.wav,0.164,0.999,0.205,0.998
RIR_323_case2.wav,2.477,0.998,2.976,0.996
RIR_323_case3.wav,0.148,1.0,0.168,0.999
RIR_323_case4.wav,0.142,1.0,0.189,0.997
RIR_323_case5.wav,0.486,0.999,0.515,0.998
RIR_323_case6.wav,0.632,0.996,0.932,0.992
RIR_323_case7.wav,0.756,0.997,0.964,0.993
RIR_323_case8.wav,0.715,0.999,0.881,0.997
RIR_323_case9.wav,0.512,0.995,0.702,0.994
RIR_324_case0.wav,0.166,0.999,0.283,0.99
RIR_324_case1.wav,0.165,0.998,0.197,0.999
RIR_324_case2.wav,2.419,0.998,2.953,0.997
RIR_324_case3.wav,0.161,0.998,0.17,0.999
RIR_324_case4.wav,0.148,0.999,0.187,0.998
RIR_324_case5.wav,0.445,0.998,0.534,0.996
RIR_324_case6.wav,0.531,0.995,0.677,0.992
RIR_324_case7.wav,0.663,0.996,0.985,0.99
RIR_324_case8.wav,0.787,0.997,0.87,0.997
RIR_324_case9.wav,0.444,0.995,0.663,0.992
RIR_325_case0.wav,0.215,0.992,0.347,0.987
RIR_325_case1.wav,0.125,0.998,0.165,0.996
RIR_325_case2.wav,2.339,0.997,2.903,0.996
RIR_325_case3.wav,0.126,0.998,0.155,0.997
RIR_325_case4.wav,0.126,0.997,0.189,0.993
RIR_325_case5.wav,0.461,0.998,0.523,0.997
RIR_325_case6.wav,0.622,0.994,0.961,0.991
RIR_325_case7.wav,0.661,0.996,1.059,0.99
RIR_325_case8.wav,0.806,0.998,0.954,0.998
RIR_325_case9.wav,0.513,0.996,0.7,0.992
RIR_326_case0.wav,0.177,0.999,0.286,0.991
RIR_326_case1.wav,0.139,1.0,0.168,0.998
RIR_326_case2.wav,2.381,0.997,2.892,0.996
RIR_326_case3.wav,0.152,0.999,0.167,0.999
RIR_326_case4.wav,0.132,1.0,0.169,0.998
RIR_326_case5.wav,0.402,0.998,0.467,0.998
RIR_326_case6.wav,0.46,0.998,0.583,0.998
RIR_326_case7.wav,0.626,0.997,0.831,0.995
RIR_326_case8.wav,0.735,0.998,0.961,0.996
RIR_326_case9.wav,0.447,0.995,0.958,0.981
RIR_327_case0.wav,0.239,0.993,0.368,0.989
RIR_327_case1.wav,0.141,0.999,0.19,0.996
RIR_327_case2.wav,2.433,0.997,2.995,0.996
RIR_327_case3.wav,0.147,0.999,0.171,0.999
RIR_327_case4.wav,0.151,0.999,0.208,0.996
RIR_327_case5.wav,0.498,0.998,0.534,0.996
RIR_327_case6.wav,0.663,0.994,1.225,0.983
RIR_327_case7.wav,0.632,0.998,0.813,0.997
RIR_327_case8.wav,0.758,0.999,0.982,0.996
RIR_327_case9.wav,0.597,0.996,1.016,0.983
RIR_328_case0.wav,0.212,0.99,0.321,0.986
RIR_328_case1.wav,0.131,0.998,0.168,0.996
RIR_328_case2.wav,2.339,0.997,2.932,0.996
RIR_328_case3.wav,0.127,0.998,0.155,0.998
RIR_328_case4.wav,0.122,0.997,0.184,0.993
RIR_328_case5.wav,0.486,0.997,0.522,0.998
RIR_328_case6.wav,0.613,0.995,0.848,0.993
RIR_328_case7.wav,0.674,0.996,1.076,0.99
RIR_328_case8.wav,0.802,0.998,0.95,0.998
RIR_328_case9.wav,0.496,0.996,0.698,0.992
RIR_329_case0.wav,0.152,0.997,0.262,0.988
RIR_329_case1.wav,0.138,0.999,0.161,0.998
RIR_329_case2.wav,2.387,0.997,2.937,0.996
RIR_329_case3.wav,0.139,0.999,0.158,0.999
RIR_329_case4.wav,0.124,1.0,0.175,0.996
RIR_329_case5.wav,0.423,0.998,0.528,0.996
RIR_329_case6.wav,0.483,0.996,0.668,0.994
RIR_329_case7.wav,0.641,0.996,0.856,0.994
RIR_329_case8.wav,0.735,0.998,0.944,0.996
RIR_329_case9.wav,0.479,0.995,0.959,0.981
RIR_330_case0.wav,0.222,0.993,0.355,0.987
RIR_330_case1.wav,0.14,0.999,0.175,0.997
